"ID_TRX";"ID_CARD";"DATETIME_GMT";"AMOUNT";"Anomaly_amount_1";"Anomaly_amount_2";"Anomaly_amount_3";"Anomaly_amount_4";"Anomaly_amount_5";"Anomaly_amount_6";"Anomaly_amount_7";"Anomaly_amount_8";"FLAG_BEHAVIOUR_Anomaly_1";"FLAG_BEHAVIOUR_Anomaly_2";"FLAG_BEHAVIOUR_Anomaly_3";"FLAG_BEHAVIOUR_Anomaly_4";"FLAG_BEHAVIOUR_Anomaly_5";"FLAG_BEHAVIOUR_Anomaly_6";"FLAG_BEHAVIOUR_Anomaly7";"FLAG_BEHAVIOUR_Anomaly_8";"Anomaly_amount_9";"Population_Anomaly_1";"Population_Anomaly_2";"Population_Anomaly_3";"Population_Anomaly_4";"Population_Anomaly_5";"Population_Anomaly_6";"Population_Anomaly_7";"Population_Anomaly_8"
"5068";200753595;59021234;2023-10-19 16:42:00;"20";"22";"15,671429";"13,817073";"13,817073";"13,817073";"-14,082407";"14,919231";"-1";0;0;0;0;0;0;0;0;"0,802469";"14,259615";"5,488446";"5,860883";"5,718217";"5,540399";"5,541565";"0,083333";"0,35"
"5069";200753601;57227912;2023-10-19 16:42:00;"160";"-0,155234";"-0,305799";"-0,07388";"-0,07388";"-0,07388";"0,129963";"-0,298211";"-1";0;0;1;1;1;1;1;0;"0,877271";"-0,2125";"1,352167";"1,495499";"1,467689";"1,451624";"1,489349";"-0,245229";"-0,139638"
"5070";200753603;55662056;2023-10-19 16:42:00;"251";"-0,003984";"-0,162948";"-0,443711";"-0,487472";"-0,487472";"0,447679";"0";"-1";0;0;0;0;0;0;0;0;"1";"-0,447679";"-0,504813";"-0,482094";"-0,494871";"-0,512785";"-0,511959";"0";"0"
"5071";200753640;26857776;2023-10-19 16:42:00;"20";"0,234211";"0,963158";"1,045045";"0,619079";"0,437838";"-0,04496";"1,011111";"-1";0;0;1;1;1;1;1;0;"0,824561";"-0,515254";"5,214596";"5,499721";"5,339374";"5,11455";"5,124918";"-0,216667";"-0,05"
"5072";200753676;55438793;2023-10-19 16:42:00;"49";"0,22449";"0,22449";"0,279883";"0,078231";"0,078231";"-0,078231";"-1";"-1";0;0;0;0;0;0;0;0;"1,119048";"0,078231";"6,680544";"7,148568";"7,057759";"7,005303";"7,128488";"0,278912";"0,142857"
"5073";200753733;28927406;2023-10-19 16:42:00;"198";"-0,784091";"-0,712753";"-0,750842";"-0,693756";"-0,682005";"0,665526";"-1";"-1";0;0;0;0;0;0;0;0;"1,192412";"-0,665526";"-0,372263";"-0,343463";"-0,359659";"-0,382369";"-0,381321";"-0,555556";"-0,627273"
"5074";200753786;40545984;2023-10-19 16:43:00;"10";"0,05";"0,057576";"0,238182";"0,35";"0,342857";"-0,301099";"0,071429";"-1";0;0;0;0;0;0;0;0;"1";"0,301099";"11,429191";"11,999442";"11,678748";"11,229101";"11,249837";"0";"0"
"5075";200753863;56736870;2023-10-19 16:43:00;"217";"0,443548";"0,332719";"0,332719";"0,332719";"0,332719";"-0,162826";"-0,686636";"-1";0;0;0;0;0;0;0;0;"0,890853";"0,162826";"0,734316";"0,839999";"0,819494";"0,807649";"0,835465";"-0,024578";"0,094931"
"5076";200753872;59575287;2023-10-19 16:43:00;"40";"-0,5";"-0,5";"0,5";"0,5";"0,5";"-2,0375";"3,575";"-1";0;0;0;0;0;0;0;0;NA;"2,0375";"2,107298";"2,24986";"2,169687";"2,057275";"2,062459";"2,383333";"-1"
"5077";200753885;42169045;2023-10-19 16:43:00;"398";"-0,776382";"-0,521608";"-0,450826";"-0,398315";"-0,357812";"0,429243";"-0,376884";"-1";0;0;0;0;0;0;0;0;"0,989305";"-0,411893";"-0,687709";"-0,673381";"-0,681439";"-0,692736";"-0,692215";"-0,442211";"-0,436181"
"5078";200753923;57742892;2023-10-19 16:43:00;"40";"-1";"-0,4375";"-0,5";"-0,5";"-0,5";"0,5";"-1";"-1";0;0;0;0;0;0;0;0;"1,049383";"-0,5";"0,642485";"0,691137";"0,558761";"0,492638";"0,472669";"-0,291667";"-0,325"
"5079";200754032;35477691;2023-10-19 16:44:00;"55";"-1";"-1";"-1";"-1";"-1";"1";"-1";"-1";0;0;0;0;0;0;0;0;NA;"-1";"1,259853";"1,363535";"1,305227";"1,223473";"1,227243";"-1";"-1"
"5080";200754132;57161854;2023-10-19 16:44:00;"40";"0,304167";"0,881818";"1,145435";"1,1538";"1,1538";"-1,017069";"0,1625";"-1";0;0;0;0;0;0;0;0;"1,069322";"1,085577";"8,408666";"8,981996";"8,870755";"8,806497";"8,957397";"0,208333";"0,13"
"5081";200754155;56788598;2023-10-19 16:44:00;"50";"-1";"-1";"0";"-0,125";"-0,125";"0,125";"-1";"-1";0;0;0;0;0;0;0;0;NA;"-0,5";"6,526933";"6,985597";"6,896604";"6,845197";"6,965918";"0,166667";"-1"
"5082";200754171;62249880;2023-10-19 16:44:00;"17,91";"-1";"-1";"-1";"-1";"-1";"-2,968733";"2,968733";"2,968733";0;0;1;1;1;1;1;0;NA;"1,573795";"20,013213";"21,293683";"21,045236";"20,901723";"21,238744";"2,623674";"-1"
"5083";200754208;54440552;2023-10-19 16:44:00;"68";"-0,779412";"-0,789216";"-0,805147";"-0,767647";"-0,671569";"0,662896";"-0,558824";"-1";0;0;0;0;0;0;0;0;"1,371158";"-0,662896";"0,827822";"0,911683";"0,864522";"0,798397";"0,801447";"-0,431373";"-0,585294"
"5084";200754312;58929281;2023-10-19 16:44:00;"60";"-1";"-0,166667";"-0,166667";"-0,166667";"-0,166667";"0,166667";"-1";"-1";0;0;0;0;0;0;0;0;NA;"-0,166667";"1,162815";"1,286961";"1,239406";"1,180133";"1,180522";"-1";"-1"
"5085";200754392;61392493;2023-10-19 16:45:00;"40";"-1";"-1";"-1";"-1";"-1";"1";"-1";"-1";0;0;0;0;0;0;0;0;NA;"-1";"2,244223";"2,430442";"2,359109";"2,270199";"2,270782";"-1";"-1"
"5086";200754546;39035627;2023-10-19 16:45:00;"4";"-1";"17,5";"16,3";"29,388889";"37,727273";"-31,558333";"-1";"-1";0;0;0;0;0;0;0;0;"0,4";"25,638889";"30,072978";"31,498604";"30,696869";"29,572752";"29,624592";"5";"14"
"5087";200754548;29006170;2023-10-19 16:45:00;"18";"0,555556";"8,555556";"7,316993";"4,813131";"5,069161";"-5,643449";"0,555556";"-1";0;0;0;0;0;0;0;0;"0,948718";"3,665756";"5,905106";"6,221912";"6,043749";"5,793945";"5,805465";"0,37037";"0,444444"
"5088";200754564;33541940;2023-10-19 16:45:00;"108";"-0,487654";"-0,274691";"-0,411111";"-0,489859";"-0,41142";"0,426543";"-0,555556";"-1";0;0;0;0;0;0;0;0;"1";"-0,426543";"0,150851";"0,203652";"0,173958";"0,132324";"0,134244";"-0,37037";"-0,37037"
"5089";200754769;54977120;2023-10-19 16:46:00;"98";"2,335394";"1,410931";"1,739107";"2,040639";"2,056921";"-1,86426";"0,336735";"-0,285714";0;0;0;0;0;0;0;0;"0,816733";"1,239796";"2,840272";"3,074284";"3,028879";"3,002652";"3,064244";"-0,163265";"0,02449"
"5090";200754770;37695996;2023-10-19 16:46:00;"13";"-1";"-1";"5";"4,282051";"4,282051";"-2,953846";"1,384615";"-1";0;0;0;0;0;0;0;0;"0,98";"2,953846";"8,560916";"8,99957";"8,752883";"8,407001";"8,422951";"2,769231";"2,846154"
"5091";200754854;59890515;2023-10-19 16:46:00;"101";"3,757426";"0,874587";"0,874587";"0,874587";"0,874587";"-0,773927";"-0,333333";"-1";0;0;0;0;0;0;0;0;"1,186441";"0,106581";"2,726204";"2,953266";"2,90921";"2,883761";"2,943524";"-0,168317";"-0,29901"
"5092";200754865;53505420;2023-10-19 16:46:00;"54";"-0,398827";"-0,255676";"-0,040767";"-0,011389";"-0,011389";"-0,025796";"0,174537";"-0,162037";0;0;1;1;1;1;1;0;"1,063282";"0,278172";"1,403128";"1,541068";"1,488229";"1,42237";"1,422802";"-0,108025";"-0,161111"
"5093";200754931;61203462;2023-10-19 16:46:00;"10";"-1";"-1";"-1";"-1";"-1";"1";"-1";"-1";1;0;0;0;0;0;0;0;NA;"-1";"11,429191";"11,999442";"11,678748";"11,229101";"11,249837";"-1";"-1"
"5094";200755056;60744069;2023-10-19 16:47:00;"98";"7,635408";"7,635408";"7,635408";"7,635408";"7,635408";"-7,635408";"-1";"-1";0;1;1;0;0;0;1;0;NA;"-1";"2,840272";"3,074284";"3,028879";"3,002652";"3,064244";"-1";"-1"
"5095";200755089;58846226;2023-10-19 16:47:00;"200";"0,25";"0,203125";"0,11";"0,11";"0,11";"-0,115333";"0,15";"-1";0;0;0;0;0;0;0;0;"0,967262";"-0,025714";"0,881733";"0,996399";"0,974151";"0,961299";"0,991479";"0,083333";"0,12"
"5096";200755099;44616855;2023-10-19 16:47:00;"20";"0,899107";"0,635292";"0,727351";"0,741507";"0,804888";"-0,805765";"0,972903";"0,94";0;0;0;0;0;0;0;0;"0,964419";"0,881867";"5,214596";"5,499721";"5,339374";"5,11455";"5,124918";"0,716667";"0,78"
"5097";200755116;43428278;2023-10-19 16:47:00;"40";"-1";"-1";"-1";"2,275";"0,420833";"-0,1525";"-0,625";"-0,6";0;0;0;0;0;0;0;0;"0,455729";"0,1525";"2,107298";"2,24986";"2,169687";"2,057275";"2,062459";"-0,416667";"0,28"
"5098";200755181;56404427;2023-10-19 16:47:00;"150";"-0,333333";"0";"-0,266667";"-0,222222";"-0,222222";"0,238095";"-0,333333";"-1";0;0;0;0;0;0;0;0;"0,897436";"-0,238095";"-0,134874";"-0,085216";"-0,104238";"-0,127947";"-0,127791";"-0,222222";"-0,133333"
"5099";200755250;57552506;2023-10-19 16:47:00;"569";"0,008662";"-0,08348";"-0,08348";"-0,08348";"-0,08348";"0,046475";"0,249561";"-1";0;0;0;0;0;0;0;0;"1,229768";"-0,046475";"-0,338582";"-0,298278";"-0,306098";"-0,310615";"-0,300007";"0,228471";"-0,001054"
"5100";200755261;59819601;2023-10-19 16:47:00;"200";"0,041667";"-0,19375";"-0,19375";"-0,19375";"-0,19375";"0,183333";"-0,1625";"-1";0;0;0;0;0;0;0;0;"1,128692";"-0,183333";"-0,37854";"-0,350028";"-0,366063";"-0,388545";"-0,387508";"-0,108333";"-0,21"
"5101";200755323;62249880;2023-10-19 16:48:00;"153,68";"-1";"-1";"-1";"-1";"-1";"0,606676";"-0,606676";"-0,606676";0;0;1;1;1;1;1;0;"1,324808";"-1";"1,448898";"1,598125";"1,569171";"1,552446";"1,591722";"-0,311079";"-0,479984"
"5102";200755328;48734345;2023-10-19 16:48:00;"50";"-1";"3,002";"3,002";"2,454467";"1,91268";"-2,080486";"-1";"-1";0;0;0;0;0;0;0;0;"1,11773";"2,080486";"1,595378";"1,744353";"1,687287";"1,616159";"1,616626";"1,987333";"1,67268"
"5103";200755344;26955552;2023-10-19 16:48:00;"100";"-1";"-1";"-1";"-0,875";"-0,875";"0,70625";"-1";"-1";0;0;0;0;0;0;0;0;"1,333333";"-0,70625";"0,242919";"0,299944";"0,267875";"0,22291";"0,224984";"-0,6";"-0,7"
"5104";200755383;49515592;2023-10-19 16:48:00;"50";"-1";"-0,4";"-0,4";"-0,4";"0,65";"-0,608571";"0";"-1";0;0;0;0;0;0;0;0;"1,22807";"0,608571";"1,595378";"1,744353";"1,687287";"1,616159";"1,616626";"-0,066667";"-0,24"
"5105";200755404;55945151;2023-10-19 16:48:00;"262,65";"-0,39327";"-0,470492";"-0,538309";"-0,539466";"-0,539466";"0,550044";"-0,612053";"-0,779737";0;0;0;0;0;0;0;0;"1,434763";"-0,525527";"0,432883";"0,520197";"0,503256";"0,49347";"0,516451";"-0,54671";"-0,684066"
"5106";200755414;40729822;2023-10-19 16:48:00;"51";"2,960784";"4,915033";"4,915033";"4,915033";"4,915033";"-3,019608";"0,176471";"-1";0;0;0;0;0;0;0;0;"0,495652";"2,784314";"1,437096";"1,54891";"1,486029";"1,397863";"1,401929";"0,117647";"1,254902"
"5107";200755513;51551343;2023-10-19 16:48:00;"100";"0";"-0,4";"-0,228571";"-0,166667";"0,291667";"-0,307692";"-1";"-1";0;0;0;0;0;0;0;0;"1,111111";"0,307692";"0,242919";"0,299944";"0,267875";"0,22291";"0,224984";"-0,266667";"-0,34"
"5108";200755536;60135712;2023-10-19 16:48:00;"70";"0,571429";"0,485714";"0,485714";"0,485714";"0,485714";"-0,468571";"0,4";"-1";0;0;0;0;0;0;0;0;"0,919067";"0,468571";"0,775599";"0,857063";"0,81125";"0,747014";"0,749977";"0,27619";"0,388571"
"5109";200755558;60411188;2023-10-19 16:48:00;"15";"1,166667";"1";"1";"1";"1";"-0,761905";"0,583333";"-1";0;0;1;1;1;1;1;0;"0,606061";"0,583333";"7,651261";"8,147844";"7,957623";"7,720531";"7,722086";"-0,111111";"0,466667"
"5110";200755645;43058718;2023-10-19 16:49:00;"100";"1,25";"0,8125";"0,571429";"0,366632";"0,316636";"-0,273097";"0,5";"-1";0;0;0;0;0;0;0;0;"0,784314";"0,315333";"0,242919";"0,299944";"0,267875";"0,22291";"0,224984";"0,333333";"0,7"
"5111";200755647;51360920;2023-10-19 16:49:00;"40,6";"0,640394";"2,235729";"1,341458";"1,187696";"1,363683";"-1,233204";"0,398194";"-1";0;0;1;1;1;1;1;0;"0,99553";"1,379771";"2,196279";"2,379745";"2,309467";"2,221871";"2,222446";"0,279967";"0,285714"
"5112";200755683;38352623;2023-10-19 16:49:00;"18";"5,555556";"4,203704";"19,993464";"14,587963";"14,75641";"-11,599673";"-1";"-1";0;0;0;0;0;0;0;0;"1,256182";"11,599673";"5,905106";"6,221912";"6,043749";"5,793945";"5,805465";"3,703704";"2,744444"
"5113";200755692;56304772;2023-10-19 16:49:00;"18";"-0,144444";"-0,122896";"0,196895";"0,078605";"0,078605";"-0,061966";"-0,094444";"0";0;0;0;0;0;0;0;0;"1";"0,061966";"6,209384";"6,623203";"6,464686";"6,267109";"6,268405";"0";"0"
"5114";200755730;53891843;2023-10-19 16:49:00;"200";"-0,01";"0,076667";"0,076667";"0,076667";"0,076667";"-0,076667";"-1";"-1";0;0;0;0;0;0;0;0;NA;"0,076667";"-0,37854";"-0,350028";"-0,366063";"-0,388545";"-0,387508";"0,16";"-1"
"5115";200755731;49733821;2023-10-19 16:49:00;"30";"0,416667";"1,058333";"0,570833";"0,547222";"0,735185";"-0,813636";"1,166667";"-1";0;0;0;0;0;0;0;0;"1,091954";"1,166667";"3,325631";"3,573922";"3,478812";"3,360266";"3,361043";"1,111111";"0,933333"
"5116";200755798;39753344;2023-10-19 16:49:00;"50";"-1";"-1";"0,815";"0,836667";"1,231429";"-1,231429";"-1";"-1";0;0;0;0;0;0;0;0;"0,839387";"1,593333";"1,485838";"1,599888";"1,53575";"1,44582";"1,449967";"0,386667";"0,652"
"5117";200755807;38043274;2023-10-19 16:49:00;"898";"-0,733853";"-0,951241";"-0,95381";"-0,944273";"-0,944775";"0,942054";"-0,91804";"-1";0;0;0;0;0;0;0;0;"1,201796";"-0,94077";"-0,86159";"-0,85524";"-0,858811";"-0,863818";"-0,863588";"-0,662212";"-0,718931"
"5118";200755860;55441687;2023-10-19 16:50:00;"18";"0,166667";"0,166667";"2,748538";"3,161616";"3,161616";"-3,161616";"-1";"-1";0;0;0;0;0;0;0;0;"0,555556";"3,161616";"5,905106";"6,221912";"6,043749";"5,793945";"5,805465";"0,111111";"1"
"5119";200755869;40695405;2023-10-19 16:50:00;"18";"21,111111";"6,333333";"5,626263";"5,559829";"4,968599";"-5,704762";"12,5";"-1";0;0;0;0;0;0;0;0;"0,763636";"5,503584";"5,905106";"6,221912";"6,043749";"5,793945";"5,805465";"8,333333";"11,222222"
"5120";200755886;37123672;2023-10-19 16:50:00;"98";"-1";"1,285714";"1,285714";"1,285714";"1,285714";"-1,375";"2,040816";"-1";0;0;0;0;0;0;0;0;NA;"1,537415";"0,268285";"0,326474";"0,29375";"0,247867";"0,249983";"1,707483";"-1"
"5121";200755917;24476046;2023-10-19 16:50:00;"70";"0,642857";"0,371429";"0,152381";"0,152381";"-0,231429";"0,297959";"-1";"-1";0;0;0;0;0;0;0;0;"1,351909";"-0,291209";"0,775599";"0,857063";"0,81125";"0,747014";"0,749977";"0,247619";"-0,077143"
"5122";200755919;30935830;2023-10-19 16:50:00;"116";"-1";"-1";"-0,439655";"-0,577586";"-0,471983";"0,471983";"-1";"-1";0;0;0;0;0;0;0;0;"1,130761";"-0,471983";"0,071482";"0,120642";"0,092995";"0,054233";"0,05602";"-0,393678";"-0,463793"
"5123";200756038;51162779;2023-10-19 16:50:00;"45";"-1";"-0,444444";"-0,477778";"0,82963";"0,990476";"-1,882828";"-1";"-1";0;0;0;0;0;0;0;0;"0,391156";"-1";"1,762042";"1,888765";"1,817499";"1,717578";"1,722186";"-0,318519";"0,742222"
"5124";200756097;56407257;2023-10-19 16:50:00;"98";"1,020408";"1,020408";"1,020408";"0,561224";"0,561224";"-0,37415";"0";"-1";0;0;0;0;0;0;0;0;NA;"0,37415";"0,324173";"0,40018";"0,371065";"0,334775";"0,335013";"0,340136";"-1"
"5125";200756118;62249880;2023-10-19 16:50:00;"143,47";"-1";"-1";"-1";"-1";"-1";"0,470377";"-0,470377";"-0,470377";0;0;0;0;0;0;0;0;"1,067602";"0,044504";"1,623173";"1,78302";"1,752005";"1,73409";"1,776162";"-0,268";"-0,314351"
"5126";200756143;56247500;2023-10-19 16:51:00;"100";"-1";"-1";"5";"2,9";"2,9";"-2,9";"-1";"-1";0;0;0;0;0;0;0;0;NA;"2,9";"2,763467";"2,992799";"2,948302";"2,922599";"2,982959";"2,233333";"-1"
"5127";200756164;52082637;2023-10-19 16:51:00;"265";"-1";"-1";"-1";"-1";"-1";"1";"-1";"-1";1;0;0;0;0;0;0;0;NA;"-1";"-0,530974";"-0,509455";"-0,521557";"-0,538524";"-0,537742";"-1";"-1"
"5128";200756170;41491643;2023-10-19 16:51:00;"12";"2,666667";"8,237179";"8,796875";"7,723684";"7,723684";"-5,470588";"0,6875";"-1";0;0;0;0;0;0;0;0;"1,272401";"5,470588";"9,357659";"9,832868";"9,565623";"9,190917";"9,208197";"0,972222";"0,55"
"5129";200756181;38395251;2023-10-19 16:51:00;"150";"0,007654";"0,171321";"0,123889";"0,105484";"0,087604";"-0,04823";"-0,16875";"-0,346667";0;0;0;0;0;0;0;0;"0,682844";"0,04823";"-0,171387";"-0,133371";"-0,15475";"-0,184727";"-0,183344";"-0,193333";"0,181333"
"5130";200756241;47264850;2023-10-19 16:51:00;"50";"1,1";"2,26";"2,333333";"2,268421";"2,305";"-2,368182";"3";"-1";0;0;0;0;0;0;0;0;"1,071429";"2,368182";"1,595378";"1,744353";"1,687287";"1,616159";"1,616626";"2";"1,8"
"5131";200756255;42044619;2023-10-19 16:51:00;"95";"-1";"-1";"-1";"-1";"-1";"0,968421";"-1";"-1";0;0;0;0;0;0;0;0;NA;"-1";"0,308336";"0,368362";"0,334605";"0,287274";"0,289457";"-1";"-1"
"5132";200756259;42779799;2023-10-19 16:51:00;"200";"-1";"-1";"-1";"-1";"-1";"0,25";"-0,25";"-1";0;0;0;0;0;0;0;0;NA;"-1";"-0,37854";"-0,350028";"-0,366063";"-0,388545";"-0,387508";"-1";"-1"
"5133";200756287;42209529;2023-10-19 16:51:00;"200";"-0,825";"-0,728333";"-0,43375";"-0,536667";"-0,545714";"0,544667";"-1";"-1";0;0;0;0;0;0;0;0;"0,803982";"-0,544667";"-0,37854";"-0,350028";"-0,366063";"-0,388545";"-0,387508";"-0,475";"-0,347"
"5134";200756369;56278885;2023-10-19 16:51:00;"63";"0,753968";"0,070818";"0,065608";"0,024276";"0,024276";"-0,292398";"2,571429";"-1";0;0;0;0;0;0;0;0;"1,441821";"0,292398";"0,972887";"1,063403";"1,0125";"0,941127";"0,944419";"1,714286";"0,88254"
"5135";200756435;62049010;2023-10-19 16:51:00;"20";"-1";"-1";"-1";"-1";"-1";"0";"0";"-1";0;0;0;0;0;0;0;0;NA;"-1";"5,488446";"5,860883";"5,718217";"5,540399";"5,541565";"-1";"-1"
"5136";200756453;35677999;2023-10-19 16:51:00;"30";"-1";"-1";"3,9";"5,044444";"3,8875";"-3,536667";"2,133333";"-1";0;0;0;0;0;0;0;0;"1,020599";"3,536667";"3,143064";"3,333147";"3,226249";"3,076367";"3,083279";"1,422222";"1,373333"
"5137";200756488;30105928;2023-10-19 16:52:00;"62";"-1";"0,596774";"0,596774";"0,295699";"0,022581";"-0,022581";"-1";"-1";0;0;0;0;0;0;0;0;"1,289683";"0,022581";"1,004708";"1,096684";"1,044959";"0,972436";"0,97578";"0,397849";"0,083871"
"5138";200756535;61483371;2023-10-19 16:52:00;"168";"-1";"-1";"-1";"-1";"-1";"1";"-1";"-1";0;0;0;0;0;0;0;0;NA;"-1";"-0,260167";"-0,226224";"-0,245313";"-0,272077";"-0,270843";"-1";"-1"
"5139";200756548;62219312;2023-10-19 16:52:00;"300";"-1";"-1";"-1";"-1";"-1";"1";"-1";"-1";0;0;0;0;0;0;0;0;NA;"-1";"-0,567437";"-0,542608";"-0,552119";"-0,563973";"-0,563896";"-1";"-1"
"5140";200756556;48837530;2023-10-19 16:52:00;"400";"-0,130938";"-0,116111";"-0,116111";"0,039091";"0,0463";"-0,049572";"-0,030312";"-1";0;0;0;0;0;0;0;0;"0,792841";"0,078014";"-0,68927";"-0,675014";"-0,683031";"-0,694272";"-0,693754";"-0,184167";"0,029"
"5141";200756568;30290824;2023-10-19 16:52:00;"10";"5";"6,75";"15,013333";"15,013333";"13,111111";"-9,878788";"-1";"-1";0;0;0;0;0;0;0;0;"0,555556";"9,878788";"11,429191";"11,999442";"11,678748";"11,229101";"11,249837";"3,333333";"6,8"
"5142";200756612;48393483;2023-10-19 16:52:00;"20";"-1";"2,5";"4,5";"4,25";"3,791667";"-3,527778";"-1";"-1";0;0;0;0;0;0;0;0;"0,615942";"3,527778";"5,214596";"5,499721";"5,339374";"5,11455";"5,124918";"1,833333";"3,6"
"5143";200756624;57268537;2023-10-19 16:52:00;"80";"-1";"0,25";"8,375";"8,375";"8,375";"-8,375";"-1";"-1";0;0;0;0;0;0;0;0;NA;"8,375";"3,704333";"3,990998";"3,935377";"3,903248";"3,978699";"-1";"-1"
"5144";200756682;29867828;2023-10-19 16:53:00;"300";"-1";"-0,522222";"-0,181333";"-0,274667";"-0,34619";"0,302917";"-1";"-1";0;0;0;0;0;0;0;0;"0,882193";"-0,302917";"-0,585694";"-0,566685";"-0,577375";"-0,592363";"-0,591672";"-0,277778";"-0,181333"
"5145";200756709;59501828;2023-10-19 16:53:00;"25";"3";"4,6";"6,133333";"6,133333";"6,133333";"-3,189091";"-0,344";"-0,04";0;1;1;0;1;1;1;0;"1,035088";"-1";"14,053866";"14,971194";"14,793207";"14,690395";"14,931836";"-0,213333";"-0,24"
"5146";200756769;40358747;2023-10-19 16:53:00;"32";"-0,40625";"0,78125";"0,78125";"1,270833";"1,408203";"-1,453125";"-1";"-1";0;0;0;0;0;0;0;0;"0,498575";"1,453125";"2,884122";"3,062325";"2,962109";"2,821594";"2,828074";"-0,270833";"0,4625"
"5147";200756988;45827586;2023-10-19 16:54:00;"50";"-1";"-1";"1,584";"2,497778";"2,198";"-1,449286";"-1";"-1";0;0;0;0;0;0;0;0;"0,539216";"1,449286";"2,534488";"2,468367";"2,275615";"2,200161";"2,190364";"0,393333";"1,584"
"5148";200757050;45928985;2023-10-19 16:54:00;"50";"3";"3";"3";"3";"3";"-3";"-1";"-1";0;0;0;0;0;0;0;0;NA;"-1";"1,485838";"1,599888";"1,53575";"1,44582";"1,449967";"-1";"-1"
"5149";200757155;61004328;2023-10-19 16:54:00;"18,5";"1,522523";"1,522523";"1,522523";"1,522523";"1,522523";"-1,522523";"-1";"-1";0;0;0;0;0;0;0;0;NA;"1,522523";"6,014536";"6,417171";"6,262938";"6,070701";"6,071962";"-0,306306";"-1"
"5150";200757253;61127771;2023-10-19 16:54:00;"100";"-1";"-1";"-1";"-1";"-1";"1";"-1";"-1";0;0;0;0;0;0;0;0;NA;"-1";"0,297689";"0,372177";"0,343643";"0,30808";"0,308313";"-1";"-1"
"5151";200757260;40153328;2023-10-19 16:55:00;"15";"-1";"-1";"2,266667";"1,622222";"1,622222";"-7,633333";"-1";"-1";0;0;0;0;0;0;0;0;NA;"7,633333";"7,286127";"7,666294";"7,452498";"7,152734";"7,166558";"1,511111";"-1"
"5152";200757282;56130354;2023-10-19 16:55:00;"48";"-1";"0";"0";"2,666667";"2,666667";"-2,666667";"-1";"-1";0;0;0;0;0;0;0;0;NA;"2,666667";"1,703519";"1,858701";"1,799257";"1,725166";"1,725652";"-0,125";"-1"
"5153";200757356;52716069;2023-10-19 16:55:00;"75";"-1";"0,976";"0,987778";"1,322857";"1,188444";"-1,188444";"-1";"-1";0;0;1;1;0;0;1;0;"1,073739";"2,333333";"0,730252";"0,829569";"0,791525";"0,744106";"0,744417";"1,213333";"1,061333"
"5154";200757379;62249880;2023-10-19 16:55:00;"48,63";"-1";"-1";"-1";"-1";"-1";"-0,760759";"0,760759";"0,760759";0;1;1;0;1;1;0;0;"1,130621";"-1";"6,738981";"7,210567";"7,119066";"7,066212";"7,190333";"1,370142";"1,096319"
"5155";200757530;41731991;2023-10-19 16:55:00;"500";"-0,09";"0,206154";"0,086679";"0,071259";"0,05584";"0,044848";"0,219333";"-1";0;0;0;0;0;0;0;0;"1,096866";"-0,044848";"-0,751416";"-0,740011";"-0,746425";"-0,755418";"-0,755003";"0,232";"0,1232"
"5156";200757596;29458317;2023-10-19 16:56:00;"60";"-1";"-1";"-1";"-1";"-1";"-1,083333";"-1";"-1";0;0;1;1;0;0;1;0;NA;"-1";"1,071532";"1,166574";"1,113125";"1,038183";"1,041639";"-1";"-1"
"5157";200757642;59594968;2023-10-19 16:56:00;"20";"1,538462";"0,626471";"0,594286";"0,594286";"0,594286";"-0,708537";"1,375";"-1";0;0;0;0;0;0;0;0;"0,638298";"0,708537";"17,817333";"18,963993";"18,741509";"18,612993";"18,914795";"0,5";"1,35"
"5158";200757662;33087436;2023-10-19 16:56:00;"38";"0,657895";"0,657895";"0,657895";"0,850877";"0,513158";"-1,410526";"-1";"-1";0;0;0;0;0;0;0;0;"0,647709";"1,410526";"2,27084";"2,420906";"2,336513";"2,218184";"2,223641";"0,438596";"1,221053"
"5159";200757754;43117560;2023-10-19 16:56:00;"28";"0,785714";"0,464286";"0,221429";"0,263736";"0,261905";"-0,415414";"-1";"-1";0;0;0;0;0;0;0;0;"0,676101";"0,415414";"3,438997";"3,642658";"3,528124";"3,367536";"3,374942";"0,02381";"0,514286"
"5160";200757827;58468726;2023-10-19 16:57:00;"49";"-1";"2,142857";"0,731293";"0,731293";"0,731293";"-0,539359";"-0,612245";"-1";0;0;0;0;0;0;0;0;"0,314542";"0,687075";"1,648345";"1,80036";"1,74213";"1,66955";"1,670026";"-0,47619";"0,665306"
"5161";200757911;55136445;2023-10-19 16:57:00;"148";"-1";"-1";"-0,324324";"-0,324324";"-0,324324";"0,324324";"-1";"-1";0;0;0;0;0;0;0;0;NA;"-1";"1,542883";"1,697837";"1,667771";"1,650404";"1,691189";"-1";"-1"
"5162";200757926;31570688;2023-10-19 16:57:00;"240";"-0,708333";"-0,733553";"-0,697917";"-0,741304";"-0,724866";"0,785101";"-0,944444";"-1";0;0;0;0;0;0;0;0;"1,184211";"-0,785101";"-0,482117";"-0,458357";"-0,471719";"-0,490454";"-0,48959";"-0,625";"-0,683333"
